title,organism,bio_project_accession,id
Gene expression in helped versus helpless CD8 T cells,Mus musculus (10090),PRJNA148371,148371
Plac8-dependent and iNOS-dependent T cell-mediate mechanisms clear Chlamydia muridarum infections from the genital tract,Mus musculus (10090),PRJNA147435,147435
Primary and secondary CD8 T cells during acute and chronic LCMV infection,Mus musculus (10090),PRJNA146161,146161
Murine IgD+B Cells transcriptome analysis -untreated and when stimulated with LPS,Mus musculus (10090),PRJNA144483,144483
Detection of oncoantigens suitable for lung cancer vaccination,Mus musculus (10090),PRJNA144265,144265
MOG-encoding DNA vaccines ameliorate EAE and display neuroprotective effects in treated mice summary,Mus musculus (10090),PRJNA143471,143471
Genome-wide analysis of gene expression in lymph nodes and vaccination site in mice vaccinated with adenovirus and MVA mixed formulations,Mus musculus (10090),PRJNA143357,143357
Gene expression data in murine nasal mucosa following nanoemulsion adjuvant exposure,Mus musculus (10090),PRJNA142617,142617
Gene expression data in Bone Marrow Derived Dendritic Cells (BMDC) following nanoemulsion adjuvant exposure,Mus musculus (10090),PRJNA142603,142603
Conditional deletion of Bcl6 in naive B cells,Mus musculus (10090),PRJNA140553,140553
Gene expression in mouse lung homogenates treated with synthetic TLR ligands to induce resistance,Mus musculus (10090),PRJNA140515,140515
"T cell dependent immune responses: B cell activation and differentiation Group1 Fo, Group2 GC1, Group3 GC2",Mus musculus (10090),PRJNA139581,139581
Expression data from murine vaginal samples following adjuvant treatment,Mus musculus (10090),PRJNA137563,137563
Migrating Schistosoma japonicum schistosomula induce type-2 inflammation in the murine lung,Mus musculus (10090),PRJNA137381,137381
Deep sequencing analysis of the murine transcriptome response to different virulent parenthood B. melitensis infection,Mus musculus (10090),PRJNA136913,136913
Kinetics of glycosyltransferase expression during the T-cell response to lymphocytic choriomeningitis virus,Mus musculus (10090),PRJNA136515,136515
Gene expression in mouse lung epithelial cells treated with synthetic TLR ligands to induce resistance,Mus musculus (10090),PRJNA135993,135993
Myeloid Derived Suppressor Cells and Cancer,Mus musculus (10090),PRJNA135049,135049
Sorted B cells from mice treated with MPL and/or R837,Mus musculus (10090),PRJNA133875,133875
"Expression data from BCL6-YFP-positive Tfh cells, BCL6-YFP-negative Tfh cells, non-Tfh cells, and naïve helper T cells.",Mus musculus (10090),PRJNA132417,132417
Expression data from DC-induced Hopx-deficient and sufficient regulatory T cells after immunization,Mus musculus (10090),PRJNA131557,131557
To compare the expression profile of CD8 T cells from mice vaccinated with Ad85A via the intranasal (IN) or intradermal (ID) routes isolated from lungs or spleen.,Mus musculus (10090),PRJNA130877,130877
Endogenous MicroRNA Activity Is Not Affected Following Infection With MicroRNA Controlled Adenovirus,Mus musculus (10090),PRJNA130559,130559
From mouse to humans: detecting preventing vaccination targets associated to breast cancer stem cells. Gene-level analysis,Mus musculus (10090),PRJNA129521,129521
From mouse to humans: detecting preventing vaccination targets associated to breast cancer stem cells. Exon-level analysis,Mus musculus (10090),PRJNA129519,129519
Expression Data from in vivo Tfh vs GC Tfh vs non-Tfh,Mus musculus (10090),PRJNA129505,129505
Expression Data from WT and Sh2d1a-/- in vivo follicular helper CD4 T cells (TFH) versus non follicular helper CD4 T cells (non-TFH),Mus musculus (10090),PRJNA129503,129503
Expression profiling of splenic dendritic cells,Mus musculus (10090),PRJNA129209,129209
Expression profiling of small intestine lamina propria dendritic cells,Mus musculus (10090),PRJNA129207,129207
Immunological responses unique to virulent F. tularensis Schu4 in the mouse model of infection,Mus musculus (10090),PRJNA128787,128787
Murine retina: Control vs. experimental autoimmune uveoretinitis,Mus musculus (10090),PRJNA128519,128519
Microarray analyses of lymph node dendritic cells (DCs) stimulated in vitro with papain or LPS,Mus musculus (10090),PRJNA126969,126969
Mycobacterium bovis-BCG vaccination induces a specific pulmonary transcriptome biosignature in mice,Mus musculus (10090),PRJNA126627,126627
Comparison of gene expression of OT-I CD8 T cells after infection,Mus musculus (10090),PRJNA124233,124233
Tumor-specific CD4+ T cells eradicate established melanoma,Mus musculus (10090),PRJNA121935,121935
Expression data from murine follicular dendritic cells,Mus musculus (10090),PRJNA121767,121767
Expression data from in vitro-induced non-hypoxic tumour associated macrophages (TAMs),Mus musculus (10090),PRJNA121217,121217
"Skin Electrovaccination: Effects on Transgene Expression, DNA Persistence and Local Tissue Environment",Mus musculus (10090),PRJNA119287,119287
Transcriptional profiling of cytokines and its receptors in primary murine lymphoblastoid cells (pML cells),Mus musculus (10090),PRJNA119025,119025
Expression Data from in vivo follicular helper CD4 T cells (TFH) versus non follicular helper CD4 T cells (non-TFH),Mus musculus (10090),PRJNA117353,117353
A host type I interferon response is induced by cytosolic sensing of the bacterial second messenger cyclic-di-GMP,Mus musculus (10090),PRJNA117301,117301
Enhancing CD8 T Cell Memory by Modulating Fatty Acid Metabolism,Mus musculus (10090),PRJNA116893,116893
Gene expression profiles in dendritic cells from Peyer's patches and epidermal of skin,Mus musculus (10090),PRJNA116779,116779
Control of CD8+ T cell proliferation by the transcription factor ELF4,Mus musculus (10090),PRJNA115863,115863
"Comparison of gene expression in BMDCs stimulated with gamma-PGA nanoparticles, LPS and unparticulate gamma-PGA",Mus musculus (10090),PRJNA114787,114787
TLR-mediated type I IFN induction in pDCs requires the rapamycin-sensitive PI3K-mTOR-p70S6K pathway,Mus musculus (10090),PRJNA113673,113673
ICSBP-mediated immune protection against BCR-ABL-induced leukemia requires the CCL6 and CCL9 chemokines,Mus musculus (10090),PRJNA111693,111693
BALB/c mice genetically susceptible to proteoglycan-induced arthritis and spondylitis,Mus musculus (10090),PRJNA110791,110791
"Immunity to Grb10, a signal transduction molecule, inhibits the growth of breast cancer in mice.",Mus musculus (10090),PRJNA108273,108273
Gene expression in murine memory versus naive B cells (1st generation and 2nd generation screens),Mus musculus (10090),PRJNA106505,106505
Microarray of Mouse Brain Tumors grown from injections of GL26 cell line,Mus musculus (10090),PRJNA106437,106437
Innate immune response of murine nasal-associated lymphoid tissue (NALT) to Streptococcus pyogenes infection.,Mus musculus (10090),PRJNA106309,106309
Comparative gene expression profiles of T-dependent and T-independent germinal centre B cells in mice,Mus musculus (10090),PRJNA102299,102299
Transcriptional Activity in Lymph Nodes During the Initiation and Progression of Autoimmune Encephalomyelitis,Mus musculus (10090),PRJNA100205,100205
Plasmablasts and germinal center founder cells developing in vivo,Mus musculus (10090),PRJNA99857,99857
Expression data from spleens of mice immunized using LPS vs MPL as adjuvant.,Mus musculus (10090),PRJNA99785,99785
Comparison of mock treated L929 cells with L929 cells infected with wildtype versus nt3A mutant VRP at 5hpi,Mus musculus (10090),PRJNA99765,99765
Expression data from immunized B10.BR mice,Mus musculus (10090),PRJNA99381,99381
Gene expression profiles in gastric mucosa from a transgenic mice infected with H. pylori and immunized with BabA,Mus musculus (10090),PRJNA96295,96295
Molecular Analysis of antigen-specific B cell responses,Mus musculus (10090),PRJNA94991,94991
"M cell, FAE and VAE expresssion profiles",Mus musculus (10090),PRJNA93469,93469
Allogeneic DC paper-Mus musculus musculus Transcriptome,Mus musculus musculus (39442),PRJNA481509,481509
An inactivated multivalent influenza A virus vaccine is broadly protective in mice and ferrets [ferret],Mustela putorius furo (9669),PRJNA847931,847931
Ferret animal model of severe fever with thrombocytopenia syndrome phlebovirus   for human lethal infection and pathogenesis,Mustela putorius furo (9669),PRJNA499049,499049
Molecular Characterization of In Vivo Adjuvant Activity in Ferrets Vaccinated against Influenza Virus,Mustela putorius furo (9669),PRJNA137197,137197
Early CCL2 and CXCL10 chemokine expression correlates with lung pathology in Pandemic H1N1 Influenza A infection,Mustela putorius furo (9669),PRJNA119807,119807
Absence of host innate immune responses in SARS-CoV-infected ferrets upon subsequent challenge,Mustela putorius furo (9669),PRJNA106117,106117
Identifying transcriptomic profiles after repetitive vaccination in ovine spleen,Ovis aries (9940),PRJNA1039784,1039784
Identification and characterization of miRNAs in spleens of sheep subjected to repetitive vaccination,Ovis aries (9940),PRJNA748757,748757
Transcriptome analysis of total blood cells from sheep after vaccination with FMDV vaccines,Ovis aries (9940),PRJNA559411,559411
"Short and mid-term effects on performance, health and qualitative behavioural assessment in Romane lambs in different milk feeding conditions",Ovis aries (9940),PRJNA544708,544708
Application of Next Generation Sequencing (RNA-seq and miRNA-seq) to study the molecular signature of Aluminium hydroxide adjuvant in ovine encephalon. [RNA-Seq],Ovis aries (9940),PRJNA528261,528261
Application of Next Generation Sequencing (RNA-seq and miRNA-seq) to study the molecular signature of Aluminium hydroxide adjuvant in ovine encephalon. [miRNA-Seq],Ovis aries (9940),PRJNA528260,528260
Application of Next Generation Sequencing (RNA-seq and miRNA-seq) to study the molecular signature of Aluminium hydroxide adjuvant in ovine peripheral blood mononuclear cells (PBMCs) [RNA-Seq],Ovis aries (9940),PRJNA454435,454435
Application of Next Generation Sequencing (RNA-seq and miRNA-seq) to study the molecular signature of Aluminium hydroxide adjuvant in ovine peripheral blood mononuclear cells (PBMCs) [miRNA-Seq],Ovis aries (9940),PRJNA454434,454434
Immunomodulatory induced by Cathepsin L1 vaccine in sheep infected with Fasciola hepatica.,Ovis aries (9940),PRJNA291172,291172
Innate immune pathways in afferent lymph following vaccination with poly(I:C) -containing liposomes,Ovis aries (9940),PRJNA168083,168083
Gene expression profiling of dendritic cells derived from bone marrow (BM-DC) in response to myxoma virus infection.,Ovis aries (9940),PRJNA147065,147065
Protective response to Brucella infection,Ovis aries (9940),PRJNA109503,109503
"Transcriptional profiling of CD4+ T cells with high, intermediate and low PD-1 and ICOS co-expression from HCV infected chimpanzees",Pan troglodytes (9598),PRJNA1040768,1040768
The immune response differences of rats induced using RBD3-Fc mRNA vaccines inoculated intradermally by NFIS and  intramuscularly by needles,Rattus norvegicus (10116),PRJNA1219480,1219480
Transcriptome analysis of lung-derived MBP-specific T cells,Rattus norvegicus (10116),PRJNA790854,790854
Rattus norvegicus breed:Wistar Transcriptome or Gene expression,Rattus norvegicus (10116),PRJNA748546,748546
Immune repertoire after immunization as seen by next generation sequencing and proteomics,Rattus norvegicus (10116),PRJNA386462,386462
Expression data from CD4+ T cells isolated from inguinal lymph nodes 7 days post MOG immunization,Rattus norvegicus (10116),PRJNA358325,358325
DNA vaccination series 1,Rattus norvegicus (10116),PRJNA90861,90861
Sus strain:PRRS-MLV Transcriptome or Gene expression,Sus (9822),PRJNA391267,391267
Sus Transcriptome or Gene expression,Sus (9822),PRJNA390045,390045
Single-cell analysis reveals lasting immunological consequences of influenza infection and respiratory immunisation in the pig lung,Sus scrofa (9823),PRJNA1051055,1051055
Toosendanin suppresses African swine fever virus replication through upregulating IRF1 in porcine alveolar macrophage cultures,Sus scrofa (9823),PRJNA849226,849226
Transcriptomic Analysis of Liver Indicates Novel Vaccine to Porcine Reproductive and Respiratory Virus Promotes Homeostasis in T-Cell and Inflammatory Immune Responses Compared to Commercial Vaccine in Pigs,Sus scrofa (9823),PRJNA808391,808391
Transcriptomic profiles of porcine PBMC from nonimmune and ASFV-immune pigs upon in vitro stimulation,Sus scrofa (9823),PRJNA805111,805111
Single-cell RNA-sequencing of porcine submandibular lymph node cells from ASF-immune and nonimmune pigs,Sus scrofa (9823),PRJNA805107,805107
Genetic and antigenic diversity of influenza A viruses and efficacy of diagnostic methods andnanotechnological vaccine for the control of influenza in swine.,Sus scrofa (9823),PRJNA785563,785563
