geo_sample,subject_id,sex,treatment,tissue,timepoint,animal_replicate,strain,condition
GSM3407784,IFA_MLN_72h_5,Female,IFA,draining medial iliac lymph nodes (MLN),72,5,CB6F1,IFA_72_draining medial iliac lymph nodes (MLN)
GSM3407785,LPS_MLN_72h_1,Female,LPS,draining medial iliac lymph nodes (MLN),72,1,CB6F1,LPS_72_draining medial iliac lymph nodes (MLN)
GSM3407786,LPS_MLN_72h_2,Female,LPS,draining medial iliac lymph nodes (MLN),72,2,CB6F1,LPS_72_draining medial iliac lymph nodes (MLN)
GSM3407787,LPS_MLN_72h_3,Female,LPS,draining medial iliac lymph nodes (MLN),72,3,CB6F1,LPS_72_draining medial iliac lymph nodes (MLN)
GSM3407788,LPS_MLN_72h_4,Female,LPS,draining medial iliac lymph nodes (MLN),72,4,CB6F1,LPS_72_draining medial iliac lymph nodes (MLN)
GSM3407789,LPS_MLN_72h_5,Female,LPS,draining medial iliac lymph nodes (MLN),72,5,CB6F1,LPS_72_draining medial iliac lymph nodes (MLN)
GSM3407790,PERT_MLN_72h_1,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),72,1,CB6F1,Pentavac SD_72_draining medial iliac lymph nodes (MLN)
GSM3407791,PERT_MLN_72h_2,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),72,2,CB6F1,Pentavac SD_72_draining medial iliac lymph nodes (MLN)
GSM3407792,PERT_MLN_72h_3,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),72,3,CB6F1,Pentavac SD_72_draining medial iliac lymph nodes (MLN)
GSM3407793,PERT_MLN_72h_4,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),72,4,CB6F1,Pentavac SD_72_draining medial iliac lymph nodes (MLN)
GSM3407794,PERT_MLN_72h_5,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),72,5,CB6F1,Pentavac SD_72_draining medial iliac lymph nodes (MLN)
GSM3407795,PolyIC_MLN_72h_1,Female,PolyIC,draining medial iliac lymph nodes (MLN),72,1,CB6F1,PolyIC_72_draining medial iliac lymph nodes (MLN)
GSM3407796,PolyIC_MLN_72h_2,Female,PolyIC,draining medial iliac lymph nodes (MLN),72,2,CB6F1,PolyIC_72_draining medial iliac lymph nodes (MLN)
GSM3407797,PolyIC_MLN_72h_3,Female,PolyIC,draining medial iliac lymph nodes (MLN),72,3,CB6F1,PolyIC_72_draining medial iliac lymph nodes (MLN)
GSM3407798,PolyIC_MLN_72h_4,Female,PolyIC,draining medial iliac lymph nodes (MLN),72,4,CB6F1,PolyIC_72_draining medial iliac lymph nodes (MLN)
GSM3407799,PolyIC_MLN_72h_5,Female,PolyIC,draining medial iliac lymph nodes (MLN),72,5,CB6F1,PolyIC_72_draining medial iliac lymph nodes (MLN)
GSM3407800,SAL_MLN_72h_1,Female,saline,draining medial iliac lymph nodes (MLN),72,1,CB6F1,saline_72_draining medial iliac lymph nodes (MLN)
GSM3407801,SAL_MLN_72h_2,Female,saline,draining medial iliac lymph nodes (MLN),72,2,CB6F1,saline_72_draining medial iliac lymph nodes (MLN)
GSM3407802,SAL_MLN_72h_3,Female,saline,draining medial iliac lymph nodes (MLN),72,3,CB6F1,saline_72_draining medial iliac lymph nodes (MLN)
GSM3407803,SAL_MLN_72h_4,Female,saline,draining medial iliac lymph nodes (MLN),72,4,CB6F1,saline_72_draining medial iliac lymph nodes (MLN)
GSM3407804,SAL_MLN_72h_5,Female,saline,draining medial iliac lymph nodes (MLN),72,5,CB6F1,saline_72_draining medial iliac lymph nodes (MLN)
GSM3407805,TriFLU_MLN_72h_1,Female,Agrippal,draining medial iliac lymph nodes (MLN),72,1,CB6F1,Agrippal_72_draining medial iliac lymph nodes (MLN)
GSM3407806,TriFLU_MLN_72h_2,Female,Agrippal,draining medial iliac lymph nodes (MLN),72,2,CB6F1,Agrippal_72_draining medial iliac lymph nodes (MLN)
GSM3407807,TriFLU_MLN_72h_3,Female,Agrippal,draining medial iliac lymph nodes (MLN),72,3,CB6F1,Agrippal_72_draining medial iliac lymph nodes (MLN)
GSM3407808,TriFLU_MLN_72h_4,Female,Agrippal,draining medial iliac lymph nodes (MLN),72,4,CB6F1,Agrippal_72_draining medial iliac lymph nodes (MLN)
GSM3407809,TriFLU_MLN_72h_5,Female,Agrippal,draining medial iliac lymph nodes (MLN),72,5,CB6F1,Agrippal_72_draining medial iliac lymph nodes (MLN)
GSM3407810,TriFLU-MF59_MLN_72h_1,Female,Fluad,draining medial iliac lymph nodes (MLN),72,1,CB6F1,Fluad_72_draining medial iliac lymph nodes (MLN)
GSM3407811,TriFLU-MF59_MLN_72h_2,Female,Fluad,draining medial iliac lymph nodes (MLN),72,2,CB6F1,Fluad_72_draining medial iliac lymph nodes (MLN)
GSM3407812,TriFLU-MF59_MLN_72h_3,Female,Fluad,draining medial iliac lymph nodes (MLN),72,3,CB6F1,Fluad_72_draining medial iliac lymph nodes (MLN)
GSM3407813,TriFLU-MF59_MLN_72h_4,Female,Fluad,draining medial iliac lymph nodes (MLN),72,4,CB6F1,Fluad_72_draining medial iliac lymph nodes (MLN)
GSM3407814,TriFLU-MF59_MLN_72h_5,Female,Fluad,draining medial iliac lymph nodes (MLN),72,5,CB6F1,Fluad_72_draining medial iliac lymph nodes (MLN)
GSM3407815,ENG_MU_72h_1,Female,Engerix B,muscle,72,1,CB6F1,Engerix B_72_muscle
GSM3407816,ENG_MU_72h_2,Female,Engerix B,muscle,72,2,CB6F1,Engerix B_72_muscle
GSM3407817,ENG_MU_72h_3,Female,Engerix B,muscle,72,3,CB6F1,Engerix B_72_muscle
GSM3407818,ENG_MU_72h_4,Female,Engerix B,muscle,72,4,CB6F1,Engerix B_72_muscle
GSM3407819,ENG_MU_72h_5,Female,Engerix B,muscle,72,5,CB6F1,Engerix B_72_muscle
GSM3407820,IFA_MU_72h_1,Female,IFA,muscle,72,1,CB6F1,IFA_72_muscle
GSM3407821,IFA_MU_72h_2,Female,IFA,muscle,72,2,CB6F1,IFA_72_muscle
GSM3407822,IFA_MU_72h_3,Female,IFA,muscle,72,3,CB6F1,IFA_72_muscle
GSM3407823,IFA_MU_72h_4,Female,IFA,muscle,72,4,CB6F1,IFA_72_muscle
GSM3407824,IFA_MU_72h_5,Female,IFA,muscle,72,5,CB6F1,IFA_72_muscle
GSM3407825,LPS_MU_72h_1,Female,LPS,muscle,72,1,CB6F1,LPS_72_muscle
GSM3407826,LPS_MU_72h_2,Female,LPS,muscle,72,2,CB6F1,LPS_72_muscle
GSM3407827,LPS_MU_72h_3,Female,LPS,muscle,72,3,CB6F1,LPS_72_muscle
GSM3407828,LPS_MU_72h_4,Female,LPS,muscle,72,4,CB6F1,LPS_72_muscle
GSM3407829,LPS_MU_72h_5,Female,LPS,muscle,72,5,CB6F1,LPS_72_muscle
GSM3407830,PERT_MU_72h_1,Female,Pentavac SD,muscle,72,1,CB6F1,Pentavac SD_72_muscle
GSM3407831,PERT_MU_72h_2,Female,Pentavac SD,muscle,72,2,CB6F1,Pentavac SD_72_muscle
GSM3407832,PERT_MU_72h_3,Female,Pentavac SD,muscle,72,3,CB6F1,Pentavac SD_72_muscle
GSM3407833,PERT_MU_72h_4,Female,Pentavac SD,muscle,72,4,CB6F1,Pentavac SD_72_muscle
GSM3407834,PERT_MU_72h_5,Female,Pentavac SD,muscle,72,5,CB6F1,Pentavac SD_72_muscle
GSM3407835,PolyIC_MU_72h_1,Female,PolyIC,muscle,72,1,CB6F1,PolyIC_72_muscle
GSM3407836,PolyIC_MU_72h_2,Female,PolyIC,muscle,72,2,CB6F1,PolyIC_72_muscle
GSM3407837,PolyIC_MU_72h_3,Female,PolyIC,muscle,72,3,CB6F1,PolyIC_72_muscle
GSM3407838,PolyIC_MU_72h_4,Female,PolyIC,muscle,72,4,CB6F1,PolyIC_72_muscle
GSM3407839,PolyIC_MU_72h_5,Female,PolyIC,muscle,72,5,CB6F1,PolyIC_72_muscle
GSM3407840,SAL_MU_72h_1,Female,saline,muscle,72,1,CB6F1,saline_72_muscle
GSM3407841,SAL_MU_72h_2,Female,saline,muscle,72,2,CB6F1,saline_72_muscle
GSM3407842,SAL_MU_72h_3,Female,saline,muscle,72,3,CB6F1,saline_72_muscle
GSM3407843,SAL_MU_72h_4,Female,saline,muscle,72,4,CB6F1,saline_72_muscle
GSM3407844,SAL_MU_72h_5,Female,saline,muscle,72,5,CB6F1,saline_72_muscle
GSM3407845,TriFLU_MU_72h_1,Female,Agrippal,muscle,72,1,CB6F1,Agrippal_72_muscle
GSM3407846,TriFLU_MU_72h_2,Female,Agrippal,muscle,72,2,CB6F1,Agrippal_72_muscle
GSM3407847,TriFLU_MU_72h_3,Female,Agrippal,muscle,72,3,CB6F1,Agrippal_72_muscle
GSM3407848,TriFLU_MU_72h_4,Female,Agrippal,muscle,72,4,CB6F1,Agrippal_72_muscle
GSM3407849,TriFLU_MU_72h_5,Female,Agrippal,muscle,72,5,CB6F1,Agrippal_72_muscle
GSM3407850,TriFLU-MF59_MU_72h_1,Female,Fluad,muscle,72,1,CB6F1,Fluad_72_muscle
GSM3407851,TriFLU-MF59_MU_72h_2,Female,Fluad,muscle,72,2,CB6F1,Fluad_72_muscle
GSM3407852,TriFLU-MF59_MU_72h_3,Female,Fluad,muscle,72,3,CB6F1,Fluad_72_muscle
GSM3407853,TriFLU-MF59_MU_72h_4,Female,Fluad,muscle,72,4,CB6F1,Fluad_72_muscle
GSM3407854,TriFLU-MF59_MU_72h_5,Female,Fluad,muscle,72,5,CB6F1,Fluad_72_muscle
GSM3407855,ENG_BL_168h_1,Female,Engerix B,PBMC,168,1,CB6F1,Engerix B_168_PBMC
GSM3407856,ENG_BL_168h_2,Female,Engerix B,PBMC,168,2,CB6F1,Engerix B_168_PBMC
GSM3407857,ENG_BL_168h_3,Female,Engerix B,PBMC,168,3,CB6F1,Engerix B_168_PBMC
GSM3407858,ENG_BL_168h_4,Female,Engerix B,PBMC,168,4,CB6F1,Engerix B_168_PBMC
GSM3407859,ENG_BL_168h_5,Female,Engerix B,PBMC,168,5,CB6F1,Engerix B_168_PBMC
GSM3407860,IFA_BL_168h_1,Female,IFA,PBMC,168,1,CB6F1,IFA_168_PBMC
GSM3407861,IFA_BL_168h_2,Female,IFA,PBMC,168,2,CB6F1,IFA_168_PBMC
GSM3407862,IFA_BL_168h_3,Female,IFA,PBMC,168,3,CB6F1,IFA_168_PBMC
GSM3407863,IFA_BL_168h_4,Female,IFA,PBMC,168,4,CB6F1,IFA_168_PBMC
GSM3407864,IFA_BL_168h_5,Female,IFA,PBMC,168,5,CB6F1,IFA_168_PBMC
GSM3407865,LPS_BL_168h_1,Female,LPS,PBMC,168,1,CB6F1,LPS_168_PBMC
GSM3407866,LPS_BL_168h_2,Female,LPS,PBMC,168,2,CB6F1,LPS_168_PBMC
GSM3407867,LPS_BL_168h_3,Female,LPS,PBMC,168,3,CB6F1,LPS_168_PBMC
GSM3407868,LPS_BL_168h_4,Female,LPS,PBMC,168,4,CB6F1,LPS_168_PBMC
GSM3407869,LPS_BL_168h_5,Female,LPS,PBMC,168,5,CB6F1,LPS_168_PBMC
GSM3407870,PERT_BL_168h_1,Female,Pentavac SD,PBMC,168,1,CB6F1,Pentavac SD_168_PBMC
GSM3407871,PERT_BL_168h_2,Female,Pentavac SD,PBMC,168,2,CB6F1,Pentavac SD_168_PBMC
GSM3407872,PERT_BL_168h_3,Female,Pentavac SD,PBMC,168,3,CB6F1,Pentavac SD_168_PBMC
GSM3407873,PERT_BL_168h_4,Female,Pentavac SD,PBMC,168,4,CB6F1,Pentavac SD_168_PBMC
GSM3407874,PERT_BL_168h_5,Female,Pentavac SD,PBMC,168,5,CB6F1,Pentavac SD_168_PBMC
GSM3407875,PolyIC_BL_168h_1,Female,PolyIC,PBMC,168,1,CB6F1,PolyIC_168_PBMC
GSM3407876,PolyIC_BL_168h_2,Female,PolyIC,PBMC,168,2,CB6F1,PolyIC_168_PBMC
GSM3407877,PolyIC_BL_168h_3,Female,PolyIC,PBMC,168,3,CB6F1,PolyIC_168_PBMC
GSM3407878,PolyIC_BL_168h_4,Female,PolyIC,PBMC,168,4,CB6F1,PolyIC_168_PBMC
GSM3407879,PolyIC_BL_168h_5,Female,PolyIC,PBMC,168,5,CB6F1,PolyIC_168_PBMC
GSM3407880,SAL_BL_168h_1,Female,saline,PBMC,168,1,CB6F1,saline_168_PBMC
GSM3407881,SAL_BL_168h_2,Female,saline,PBMC,168,2,CB6F1,saline_168_PBMC
GSM3407882,SAL_BL_168h_3,Female,saline,PBMC,168,3,CB6F1,saline_168_PBMC
GSM3407883,SAL_BL_168h_4,Female,saline,PBMC,168,4,CB6F1,saline_168_PBMC
GSM3407884,SAL_BL_168h_5,Female,saline,PBMC,168,5,CB6F1,saline_168_PBMC
GSM3407885,TriFLU_BL_168h_1,Female,Agrippal,PBMC,168,1,CB6F1,Agrippal_168_PBMC
GSM3407886,TriFLU_BL_168h_2,Female,Agrippal,PBMC,168,2,CB6F1,Agrippal_168_PBMC
GSM3407887,TriFLU_BL_168h_3,Female,Agrippal,PBMC,168,3,CB6F1,Agrippal_168_PBMC
GSM3407888,TriFLU_BL_168h_4,Female,Agrippal,PBMC,168,4,CB6F1,Agrippal_168_PBMC
GSM3407889,TriFLU_BL_168h_5,Female,Agrippal,PBMC,168,5,CB6F1,Agrippal_168_PBMC
GSM3407890,TriFLU-MF59_BL_168h_1,Female,Fluad,PBMC,168,1,CB6F1,Fluad_168_PBMC
GSM3407891,TriFLU-MF59_BL_168h_2,Female,Fluad,PBMC,168,2,CB6F1,Fluad_168_PBMC
GSM3407892,TriFLU-MF59_BL_168h_3,Female,Fluad,PBMC,168,3,CB6F1,Fluad_168_PBMC
GSM3407893,TriFLU-MF59_BL_168h_4,Female,Fluad,PBMC,168,4,CB6F1,Fluad_168_PBMC
GSM3407894,TriFLU-MF59_BL_168h_5,Female,Fluad,PBMC,168,5,CB6F1,Fluad_168_PBMC
GSM3407895,ENG_MLN_168h_1,Female,Engerix B,draining medial iliac lymph nodes (MLN),168,1,CB6F1,Engerix B_168_draining medial iliac lymph nodes (MLN)
GSM3407896,ENG_MLN_168h_2,Female,Engerix B,draining medial iliac lymph nodes (MLN),168,2,CB6F1,Engerix B_168_draining medial iliac lymph nodes (MLN)
GSM3407897,ENG_MLN_168h_3,Female,Engerix B,draining medial iliac lymph nodes (MLN),168,3,CB6F1,Engerix B_168_draining medial iliac lymph nodes (MLN)
GSM3407898,ENG_MLN_168h_4,Female,Engerix B,draining medial iliac lymph nodes (MLN),168,4,CB6F1,Engerix B_168_draining medial iliac lymph nodes (MLN)
GSM3407899,ENG_MLN_168h_5,Female,Engerix B,draining medial iliac lymph nodes (MLN),168,5,CB6F1,Engerix B_168_draining medial iliac lymph nodes (MLN)
GSM3407900,IFA_MLN_168h_1,Female,IFA,draining medial iliac lymph nodes (MLN),168,1,CB6F1,IFA_168_draining medial iliac lymph nodes (MLN)
GSM3407901,IFA_MLN_168h_2,Female,IFA,draining medial iliac lymph nodes (MLN),168,2,CB6F1,IFA_168_draining medial iliac lymph nodes (MLN)
GSM3407902,IFA_MLN_168h_3,Female,IFA,draining medial iliac lymph nodes (MLN),168,3,CB6F1,IFA_168_draining medial iliac lymph nodes (MLN)
GSM3407903,IFA_MLN_168h_4,Female,IFA,draining medial iliac lymph nodes (MLN),168,4,CB6F1,IFA_168_draining medial iliac lymph nodes (MLN)
GSM3407904,IFA_MLN_168h_5,Female,IFA,draining medial iliac lymph nodes (MLN),168,5,CB6F1,IFA_168_draining medial iliac lymph nodes (MLN)
GSM3407905,LPS_MLN_168h_1,Female,LPS,draining medial iliac lymph nodes (MLN),168,1,CB6F1,LPS_168_draining medial iliac lymph nodes (MLN)
GSM3407906,LPS_MLN_168h_2,Female,LPS,draining medial iliac lymph nodes (MLN),168,2,CB6F1,LPS_168_draining medial iliac lymph nodes (MLN)
GSM3407907,LPS_MLN_168h_3,Female,LPS,draining medial iliac lymph nodes (MLN),168,3,CB6F1,LPS_168_draining medial iliac lymph nodes (MLN)
GSM3407908,LPS_MLN_168h_4,Female,LPS,draining medial iliac lymph nodes (MLN),168,4,CB6F1,LPS_168_draining medial iliac lymph nodes (MLN)
GSM3407909,LPS_MLN_168h_5,Female,LPS,draining medial iliac lymph nodes (MLN),168,5,CB6F1,LPS_168_draining medial iliac lymph nodes (MLN)
GSM3407910,PERT_MLN_168h_1,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),168,1,CB6F1,Pentavac SD_168_draining medial iliac lymph nodes (MLN)
GSM3407911,PERT_MLN_168h_2,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),168,2,CB6F1,Pentavac SD_168_draining medial iliac lymph nodes (MLN)
GSM3407912,PERT_MLN_168h_3,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),168,3,CB6F1,Pentavac SD_168_draining medial iliac lymph nodes (MLN)
GSM3407913,PERT_MLN_168h_4,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),168,4,CB6F1,Pentavac SD_168_draining medial iliac lymph nodes (MLN)
GSM3407914,PERT_MLN_168h_5,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),168,5,CB6F1,Pentavac SD_168_draining medial iliac lymph nodes (MLN)
GSM3407915,PolyIC_MLN_168h_1,Female,PolyIC,draining medial iliac lymph nodes (MLN),168,1,CB6F1,PolyIC_168_draining medial iliac lymph nodes (MLN)
GSM3407916,PolyIC_MLN_168h_2,Female,PolyIC,draining medial iliac lymph nodes (MLN),168,2,CB6F1,PolyIC_168_draining medial iliac lymph nodes (MLN)
GSM3407917,PolyIC_MLN_168h_3,Female,PolyIC,draining medial iliac lymph nodes (MLN),168,3,CB6F1,PolyIC_168_draining medial iliac lymph nodes (MLN)
GSM3407918,PolyIC_MLN_168h_4,Female,PolyIC,draining medial iliac lymph nodes (MLN),168,4,CB6F1,PolyIC_168_draining medial iliac lymph nodes (MLN)
GSM3407919,PolyIC_MLN_168h_5,Female,PolyIC,draining medial iliac lymph nodes (MLN),168,5,CB6F1,PolyIC_168_draining medial iliac lymph nodes (MLN)
GSM3407920,SAL_MLN_168h_1,Female,saline,draining medial iliac lymph nodes (MLN),168,1,CB6F1,saline_168_draining medial iliac lymph nodes (MLN)
GSM3407921,SAL_MLN_168h_2,Female,saline,draining medial iliac lymph nodes (MLN),168,2,CB6F1,saline_168_draining medial iliac lymph nodes (MLN)
GSM3407922,SAL_MLN_168h_3,Female,saline,draining medial iliac lymph nodes (MLN),168,3,CB6F1,saline_168_draining medial iliac lymph nodes (MLN)
GSM3407923,SAL_MLN_168h_4,Female,saline,draining medial iliac lymph nodes (MLN),168,4,CB6F1,saline_168_draining medial iliac lymph nodes (MLN)
GSM3407924,SAL_MLN_168h_5,Female,saline,draining medial iliac lymph nodes (MLN),168,5,CB6F1,saline_168_draining medial iliac lymph nodes (MLN)
GSM3407925,TriFLU_MLN_168h_1,Female,Agrippal,draining medial iliac lymph nodes (MLN),168,1,CB6F1,Agrippal_168_draining medial iliac lymph nodes (MLN)
GSM3407926,TriFLU_MLN_168h_2,Female,Agrippal,draining medial iliac lymph nodes (MLN),168,2,CB6F1,Agrippal_168_draining medial iliac lymph nodes (MLN)
GSM3407927,TriFLU_MLN_168h_3,Female,Agrippal,draining medial iliac lymph nodes (MLN),168,3,CB6F1,Agrippal_168_draining medial iliac lymph nodes (MLN)
GSM3407928,TriFLU_MLN_168h_4,Female,Agrippal,draining medial iliac lymph nodes (MLN),168,4,CB6F1,Agrippal_168_draining medial iliac lymph nodes (MLN)
GSM3407929,TriFLU_MLN_168h_5,Female,Agrippal,draining medial iliac lymph nodes (MLN),168,5,CB6F1,Agrippal_168_draining medial iliac lymph nodes (MLN)
GSM3407930,TriFLU-MF59_MLN_168h_1,Female,Fluad,draining medial iliac lymph nodes (MLN),168,1,CB6F1,Fluad_168_draining medial iliac lymph nodes (MLN)
GSM3407931,TriFLU-MF59_MLN_168h_2,Female,Fluad,draining medial iliac lymph nodes (MLN),168,2,CB6F1,Fluad_168_draining medial iliac lymph nodes (MLN)
GSM3407932,TriFLU-MF59_MLN_168h_3,Female,Fluad,draining medial iliac lymph nodes (MLN),168,3,CB6F1,Fluad_168_draining medial iliac lymph nodes (MLN)
GSM3407933,TriFLU-MF59_MLN_168h_4,Female,Fluad,draining medial iliac lymph nodes (MLN),168,4,CB6F1,Fluad_168_draining medial iliac lymph nodes (MLN)
GSM3407934,TriFLU-MF59_MLN_168h_5,Female,Fluad,draining medial iliac lymph nodes (MLN),168,5,CB6F1,Fluad_168_draining medial iliac lymph nodes (MLN)
GSM3407935,ENG_MU_168h_1,Female,Engerix B,muscle,168,1,CB6F1,Engerix B_168_muscle
GSM3407936,ENG_MU_168h_2,Female,Engerix B,muscle,168,2,CB6F1,Engerix B_168_muscle
GSM3407937,ENG_MU_168h_3,Female,Engerix B,muscle,168,3,CB6F1,Engerix B_168_muscle
GSM3407938,ENG_MU_168h_4,Female,Engerix B,muscle,168,4,CB6F1,Engerix B_168_muscle
GSM3407939,ENG_MU_168h_5,Female,Engerix B,muscle,168,5,CB6F1,Engerix B_168_muscle
GSM3407940,IFA_MU_168h_1,Female,IFA,muscle,168,1,CB6F1,IFA_168_muscle
GSM3407941,IFA_MU_168h_2,Female,IFA,muscle,168,2,CB6F1,IFA_168_muscle
GSM3407942,IFA_MU_168h_3,Female,IFA,muscle,168,3,CB6F1,IFA_168_muscle
GSM3407943,IFA_MU_168h_4,Female,IFA,muscle,168,4,CB6F1,IFA_168_muscle
GSM3407944,IFA_MU_168h_5,Female,IFA,muscle,168,5,CB6F1,IFA_168_muscle
GSM3407945,LPS_MU_168h_1,Female,LPS,muscle,168,1,CB6F1,LPS_168_muscle
GSM3407946,LPS_MU_168h_2,Female,LPS,muscle,168,2,CB6F1,LPS_168_muscle
GSM3407947,LPS_MU_168h_3,Female,LPS,muscle,168,3,CB6F1,LPS_168_muscle
GSM3407948,LPS_MU_168h_4,Female,LPS,muscle,168,4,CB6F1,LPS_168_muscle
GSM3407949,LPS_MU_168h_5,Female,LPS,muscle,168,5,CB6F1,LPS_168_muscle
GSM3407950,PERT_MU_168h_1,Female,Pentavac SD,muscle,168,1,CB6F1,Pentavac SD_168_muscle
GSM3407951,PERT_MU_168h_2,Female,Pentavac SD,muscle,168,2,CB6F1,Pentavac SD_168_muscle
GSM3407952,PERT_MU_168h_3,Female,Pentavac SD,muscle,168,3,CB6F1,Pentavac SD_168_muscle
GSM3407953,PERT_MU_168h_4,Female,Pentavac SD,muscle,168,4,CB6F1,Pentavac SD_168_muscle
GSM3407954,PERT_MU_168h_5,Female,Pentavac SD,muscle,168,5,CB6F1,Pentavac SD_168_muscle
GSM3407955,PolyIC_MU_168h_1,Female,PolyIC,muscle,168,1,CB6F1,PolyIC_168_muscle
GSM3407956,PolyIC_MU_168h_2,Female,PolyIC,muscle,168,2,CB6F1,PolyIC_168_muscle
GSM3407957,PolyIC_MU_168h_3,Female,PolyIC,muscle,168,3,CB6F1,PolyIC_168_muscle
GSM3407958,PolyIC_MU_168h_4,Female,PolyIC,muscle,168,4,CB6F1,PolyIC_168_muscle
GSM3407959,PolyIC_MU_168h_5,Female,PolyIC,muscle,168,5,CB6F1,PolyIC_168_muscle
GSM3407960,SAL_MU_168h_1,Female,saline,muscle,168,1,CB6F1,saline_168_muscle
GSM3407961,SAL_MU_168h_2,Female,saline,muscle,168,2,CB6F1,saline_168_muscle
GSM3407962,SAL_MU_168h_3,Female,saline,muscle,168,3,CB6F1,saline_168_muscle
GSM3407963,SAL_MU_168h_4,Female,saline,muscle,168,4,CB6F1,saline_168_muscle
GSM3407964,SAL_MU_168h_5,Female,saline,muscle,168,5,CB6F1,saline_168_muscle
GSM3407965,TriFLU_MU_168h_1,Female,Agrippal,muscle,168,1,CB6F1,Agrippal_168_muscle
GSM3407966,TriFLU_MU_168h_2,Female,Agrippal,muscle,168,2,CB6F1,Agrippal_168_muscle
GSM3407967,TriFLU_MU_168h_3,Female,Agrippal,muscle,168,3,CB6F1,Agrippal_168_muscle
GSM3407968,TriFLU_MU_168h_4,Female,Agrippal,muscle,168,4,CB6F1,Agrippal_168_muscle
GSM3407969,TriFLU_MU_168h_5,Female,Agrippal,muscle,168,5,CB6F1,Agrippal_168_muscle
GSM3407970,TriFLU-MF59_MU_168h_1,Female,Fluad,muscle,168,1,CB6F1,Fluad_168_muscle
GSM3407971,TriFLU-MF59_MU_168h_2,Female,Fluad,muscle,168,2,CB6F1,Fluad_168_muscle
GSM3407972,TriFLU-MF59_MU_168h_3,Female,Fluad,muscle,168,3,CB6F1,Fluad_168_muscle
GSM3407973,TriFLU-MF59_MU_168h_4,Female,Fluad,muscle,168,4,CB6F1,Fluad_168_muscle
GSM3407974,TriFLU-MF59_MU_168h_5,Female,Fluad,muscle,168,5,CB6F1,Fluad_168_muscle
