Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL34532,"Agilent-086188 Agilent Human ceRNA Microarray 2019 [ProbeName version]","in situ oligonucleotide","Homo sapiens",175143,6,1,"GEO admin","May 29, 2024"
GPL32790,"NanoString nCounter","other","Homo sapiens",799,4,2,"Stefan A Muljo","May 15, 2024"
GPL34474,"Element AVITI (Homo sapiens; Mus musculus)","high-throughput sequencing","Homo sapiens;Mus musculus",0,2,1,"GEO","May 14, 2024"
GPL34394,"Infinium Methylation Screening Array (MSA)","spotted oligonucleotide","Homo sapiens",284317,676,1,"Wanding Zhou","May 11, 2024"
GPL34462,"SOMAscan human proteomic assay [SOMAscan version 4.1] SeqID version","spotted peptide or protein","Homo sapiens",7596,148,1,"Yu Fan","May 11, 2024"
GPL32054,"RPPA platform","antibody","Homo sapiens",306,15,2,"Tiphaine Christiane Martin","May 08, 2024"
GPL32055,"Nanostring nCounter  human array","other","Homo sapiens",204,241,4,"Tiphaine Christiane Martin","May 08, 2024"
GPL33051,"HuProt v3.1 arrays (CDI Laboratories, Inc.)","spotted peptide or protein","Homo sapiens",49152,72,1,"Xiangjia Zhu","May 07, 2024"
GPL32145,"Exiqon miRCURY LNA miRNA Array, 7th generation [miRBase v21; batch 208500-2,208510,208520-22; lot 35111]","spotted oligonucleotide","Herpesvirus saimiri (strain 11);Homo sapiens;Human alphaherpesvirus 1;Human betaherpesvirus 5;Human betaherpesvirus 6B;Human gammaherpesvirus 8;Human immunodeficiency virus 1;JC polyomavirus;Merkel cell polyomavirus",0,0,0,"Yang Wang","May 02, 2024"
GPL33370,"Human PCR assay I","RT-PCR","Homo sapiens",57,57,2,"Vikas Agarwal","Apr 17, 2024"
GPL33371,"Human PCR assay II","RT-PCR","Homo sapiens",47,12,2,"Vikas Agarwal","Apr 17, 2024"
GPL34302,"R&D systems Luminex assay","other","Homo sapiens",17,116,1,"Hikaru Nakahara","Apr 17, 2024"
GPL34382,"Revio (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,80,7,"GEO","Apr 12, 2024"
GPL34374,"NextSeq 550 (Homo sapiens; Plasmodium falciparum)","high-throughput sequencing","Homo sapiens;Plasmodium falciparum",0,0,0,"GEO","Apr 10, 2024"
GPL34372,"NextSeq 2000 (Homo sapiens; Toxoplasma gondii)","high-throughput sequencing","Homo sapiens;Toxoplasma gondii",0,6,1,"GEO","Apr 09, 2024"
GPL34362,"NextSeq 2000 (Homo sapiens; Streptococcus pyogenes)","high-throughput sequencing","Homo sapiens;Streptococcus pyogenes",0,0,0,"GEO","Apr 04, 2024"
GPL34346,"UNAM HUMAN 10K v1.0 ","spotted oligonucleotide","Homo sapiens",20160,2,2,"Krötzsch Edgar","Apr 01, 2024"
GPL33300,"nCounter Human AutoImmune Profiling Panel","other","Homo sapiens",784,14,2,"Frédéric Ebstein","Mar 30, 2024"
GPL34340,"Illumina NextSeq 500 (Homo sapiens; Pan troglodytes)","high-throughput sequencing","Homo sapiens;Pan troglodytes",0,15,2,"GEO","Mar 27, 2024"
GPL34330,"Illumina NovaSeq 6000 (Homo sapiens; Pseudomonas aeruginosa)","high-throughput sequencing","Homo sapiens;Pseudomonas aeruginosa",0,6,1,"GEO","Mar 25, 2024"
GPL33315,"Breast Cancer Custom NanoString Panel","other","Homo sapiens",110,343,1,"Olufunmilayo I Olopade","Mar 20, 2024"
GPL34295,"Element AVITI (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,1032,67,"GEO","Mar 12, 2024"
GPL34293,"NanoString GeoMx Cancer Transcriptome Atlas Human RNA","other","Homo sapiens",1825,33,2,"Martin Lauss","Mar 11, 2024"
GPL34112,"Agilent-085218 Surrey_OGT_v2_2017 084542 [Probe Name version]","in situ oligonucleotide","Homo sapiens",58716,637,1,"Simon Archer","Mar 09, 2024"
GPL34282,"Pyromark MD Pyrosequencing","other","Homo sapiens",0,745,1,"Audrie Lin","Mar 07, 2024"
GPL34284,"Illumina NovaSeq X Plus (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,8856,513,"GEO","Mar 07, 2024"
GPL34281,"Illumina NovaSeq X (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,7013,328,"GEO","Mar 06, 2024"
GPL29809,"CDI  LABS HUMAN PROTEOME MICROARRAY v4.0","spotted peptide or protein","Homo sapiens",46066,16,1,"He Yan Bin","Mar 02, 2024"
GPL29810,"BCBIO HUMAN CUSTOM PROTEOME MICROARRAY","spotted peptide or protein","Homo sapiens",182,180,1,"He Yan Bin","Mar 02, 2024"
GPL34255,"Utz Lab ACA Array version 2","spotted peptide or protein","Escherichia coli;Homo sapiens",60,113,1,"Allan Feng","Mar 02, 2024"
GPL34257,"Utz Lab CTD Array version 2","spotted peptide or protein","Bos taurus;Capra hircus;Escherichia coli;Homo sapiens;Spodoptera frugiperda;Sus scrofa;Triticum aestivum",56,102,1,"Allan Feng","Mar 02, 2024"
GPL33963,"NanoString Human PanCancer IO360™ Panel and Lymphoma Subtyping Test","other","Homo sapiens",817,256,1,"Simone Filosto","Feb 26, 2024"
GPL33155,"NanoString nCounter circRNA custom panel","other","Homo sapiens",103,60,1,"Silvia D'Ambrosi","Feb 25, 2024"
GPL33269,"NanoString nCounter custom mRNA expression panel","other","Homo sapiens",103,571,1,"Cynthia Hawkins","Feb 19, 2024"
GPL33726,"GeoMx human immuno-oncology protein panels","other","Homo sapiens",58,251,1,"Yujin Hoshida","Feb 08, 2024"
GPL33274,"[Clariom_D_Human] Affymetrix Human Clariom D Assay (custom GENECODEG annotation)","in situ oligonucleotide","Homo sapiens",53552,29,1,"Luca Agnelli","Feb 07, 2024"
GPL34118,"Infinium OmniExpress-24v1.4","oligonucleotide beads","Homo sapiens",0,30,2,"GEO admin","Jan 22, 2024"
GPL34000,"Protein array for phosphorylation measurement and pathway analysis","antibody","Homo sapiens",1180,8,1,"Masao Honda","Jan 17, 2024"
GPL34054,"RT² Profiler™ PCR Array Human T Helper Cell Differentiation","RT-PCR","Homo sapiens",89,4,1,"Erica Braverman","Jan 05, 2024"
GPL34056,"Infinium MethylationEPIC and HumanMethylation450 BeadChip","oligonucleotide beads","Homo sapiens",0,642,6,"Yuya Arakawa","Jan 03, 2024"
GPL30525,"Target 96 Neuro Exploratory panel v.3911","other","Homo sapiens",92,38,2,"Jillian M Richmond","Jan 01, 2024"
GPL30526,"Target 96 Inflammation panel v.3022","other","Homo sapiens",92,58,3,"Jillian M Richmond","Jan 01, 2024"
GPL32072,"MD Anderson RPPA Core Array","spotted peptide or protein","Homo sapiens",201,113,1,"Ju-Seog Lee","Jan 01, 2024"
GPL28710,"Agilent-084453 human CBT_ceRNA400k_V1.0_20161103","in situ oligonucleotide","Homo sapiens",412392,10,1,"chuanjue cui","Dec 30, 2023"
GPL33860,"NimbleGen Human LncRNA 12x135K Array V1.0 [2011-09-08_CB_human_expr]","in situ oligonucleotide","Homo sapiens",30756,8,1,"Yujia Wang","Dec 27, 2023"
GPL31027,"Agilent-085537 SurePrint G3 Custom GE 4x180K Microarray (Agilent, 9G4862A, 4×180K)","in situ oligonucleotide","Homo sapiens",163703,30,1,"Yingqin Li","Dec 21, 2023"
GPL34011,"Agilent-086099 MECP2 ReReDesign  G4125A","in situ oligonucleotide","Homo sapiens",178626,77,2,"Christopher Grochowski","Dec 18, 2023"
GPL34013,"Agilent-085948 MECP2_V3  G4125A","in situ oligonucleotide","Homo sapiens",172068,7,2,"Christopher Grochowski","Dec 18, 2023"
GPL33820,"nCounter Human v3 miRNA Expression Assay (NS_H_miR_v3b) panel","other","Homo sapiens",798,35,1,"Dr.Mythri Shankar","Dec 13, 2023"
GPL33598,"RT PCR analysis of NF-kB, TNFR1, BRAF, MEK and NRF2 genes in human D24, MM418-C1 melanoma and HaCaT cells","RT-PCR","Homo sapiens",30,36,1,"Dao Nguyen","Dec 10, 2023"
GPL32835,"NanoString VF_150921","other","Homo sapiens",0,44,1,"Benedetta Donati","Dec 06, 2023"
GPL33436,"nCounter® Breast Cancer 360™ Panel [GeneRLF: NS_BC_360_v2.0]","other","Homo sapiens",758,21,2,"Elizabeth Yeh","Dec 05, 2023"
GPL33128,"SomaScan human discovery v4.1","spotted peptide or protein","Homo sapiens",4930,1135,1,"Pushkala Jayaraman","Dec 01, 2023"
GPL33903,"Nanostring nCounter Human Metabolism Panel [NS_Hs_Metabolism_v1.0]","other","Homo sapiens",782,60,4,"Saket Jain","Dec 01, 2023"
GPL33970,"Illumina NovaSeq 6000 (Homo sapiens; Sus scrofa)","high-throughput sequencing","Homo sapiens;Sus scrofa",0,2,2,"GEO","Nov 29, 2023"
GPL33422,"IPLEX VeridoseCore SNP panel microarray","other","Homo sapiens",0,285,2,"Nicholas Ekow Thomford","Nov 22, 2023"
GPL33921,"TaqMan Array Human MicroRNA A+B Cards Set v3.0","RT-PCR","Homo sapiens",369,40,1,"Ke Xiao","Nov 15, 2023"
GPL33933,"Resolve Biosciences Molecular Cartography Human custom platform (100 genes)","other","Homo sapiens",100,28,3,"Konstantin Okonechnikov","Nov 15, 2023"
GPL33927,"nCounter® Human Neuroinflammation Panel","other","Homo sapiens",784,18,1,"Meredith A Kelleher","Nov 14, 2023"
GPL33930,"nCounter® Human Glial Profiling Panel","other","Homo sapiens",784,0,0,"Meredith A Kelleher","Nov 14, 2023"
GPL33934,"NextSeq 2000 (Homo sapiens; Saccharomyces cerevisiae)","high-throughput sequencing","Homo sapiens;Saccharomyces cerevisiae",0,118,1,"GEO","Nov 14, 2023"
GPL33182,"NanoString Human V3 miRNA assay","other","Homo sapiens",207,21,1,"Leonardo A. Meza-Zepeda","Nov 08, 2023"
GPL33776,"RT² Profiler PCR Array Human Type I Interferon Response (custom)","RT-PCR","Homo sapiens",91,32,3,"Virginie Doceul","Nov 08, 2023"
GPL33782,"RT² Profiler PCR Array Human Liver IFN-I response (custom)","RT-PCR","Homo sapiens",91,12,2,"Virginie Doceul","Nov 08, 2023"
GPL33908,"BioRad luminex (48plex human)","spotted peptide or protein","Homo sapiens",48,6,1,"Ying Wang","Nov 07, 2023"
GPL32471,"SomaScan human proteomic assay (v 4.1) [Aptomer Name version]","spotted peptide or protein","Homo sapiens",7596,395,1,"Paula L Hyland","Oct 31, 2023"
GPL33669,"nCounter PanCancer Pathways Panel [miRNA]","other","Homo sapiens",828,24,2,"Michela Saviana","Oct 31, 2023"
GPL33788,"Nanostring nCounter human CAR-T Characterization panel [NS_Hs_CART_v1.0]","other","Homo sapiens",794,24,2,"Sebastian Amigorena","Oct 30, 2023"
GPL33518,"NanoString nCounter Human v3 miRNA Expression Assay","other","Homo sapiens",828,82,2,"Magdalena Niemira","Oct 28, 2023"
GPL33541,"Human Autoantigen Microarray [Microarray & Immune Phenotyping Core Facility - UT Southwestern Medical Center]","antibody","Homo sapiens",0,32,1,"Chengsong Zhu","Oct 24, 2023"
GPL33268,"MicroDiagnostic human DNA microarray","spotted oligonucleotide","Homo sapiens",31797,8,1,"Miwako Kato Homma","Oct 19, 2023"
GPL33458,"NanoString GeoMx Digital Spatial Profiler","other","Homo sapiens",11799,142,1,"Peter Bazeley","Oct 11, 2023"
GPL29227,"LncRNA real-time quantitative PCR analysis in HEK-293T cells","RT-PCR","Homo sapiens",95,7,1,"Wei-Chien Huang","Oct 07, 2023"
GPL33762,"Xenium In Situ Analyzer: Human","other","Homo sapiens",0,433,51,"GEO admin","Oct 02, 2023"
GPL33803,"NextSeq 2000 (Homo sapiens; Human immunodeficiency virus 1)","high-throughput sequencing","Homo sapiens;Human immunodeficiency virus 1",0,18,1,"GEO","Oct 02, 2023"
GPL33804,"Illumina NextSeq 500 (Homo sapiens; Human immunodeficiency virus 1)","high-throughput sequencing","Homo sapiens;Human immunodeficiency virus 1",0,6,1,"GEO","Oct 02, 2023"
GPL33737,"Nanostring Human PanCancer Immune Profiling Panel [NS_CancerImmune_V1.1+PLS_NPC_RSI1_C9715]","other","Homo sapiens",804,0,0,"Huaping Li","Sep 30, 2023"
GPL33768,"nCounter Host Response Panel + coronavirus panel plus","other","Homo sapiens",773,237,1,"Fang Yun Lim","Sep 30, 2023"
GPL30991,"NanoString GeoMx Human Whole Transcriptome Atlas [do not use this platform, see NOTE below]","other","Homo sapiens",18677,409,5,"Cheng Sun","Sep 26, 2023"
GPL33412,"Nanostring nCounter Immune Exhaustion Panel [NS_Hs_Exhaustion_v1.0]","other","Homo sapiens",785,127,6,"Shraddha Kamdar","Sep 24, 2023"
GPL33774,"nCounter Vantage 3D RNA:Protein Immune Cell Profiling Assay","other","Homo sapiens",761,35,2,"Hannah Sabeth Sperber","Sep 24, 2023"
GPL33285,"miRCURY Human LNA miRNA Custom PCR Panel","RT-PCR","Homo sapiens",64,312,1,"Morgan Zenner","Sep 22, 2023"
GPL33680,"Qiagen RT2 Profiler PCR Array Human Fatty Liver (PAHS-157ZA)","RT-PCR","Homo sapiens",89,7,1,"Karissa Cottier","Sep 22, 2023"
GPL33770,"Illumina NovaSeq 6000 (Helicobacter pylori; Homo sapiens)","high-throughput sequencing","Helicobacter pylori;Homo sapiens",0,12,1,"GEO","Sep 18, 2023"
GPL33758,"HiSeq X Five (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,256,11,"GEO","Sep 13, 2023"
GPL33741,"SomaScan version 1.3k","other","Homo sapiens",1305,171,4,"Simon T Dillon","Sep 09, 2023"
GPL33597,"Resolve Biosciences Molecular Cartography custom platform (98 genes)","other","Homo sapiens",98,13,2,"Renato Ostuni","Sep 07, 2023"
GPL32994,"Nanostring Custom Meningioma Gene Expression Panel","other","Homo sapiens",0,1202,1,"William Chen","Sep 05, 2023"
GPL32993,"nCounter® Human Immunology V2 panel [NS_Immunology_v2_C2328]","other","Homo sapiens",608,176,7,"Susanne Kimeswenger","Sep 01, 2023"
GPL33719,"Combined platform for PanCancer Immune Profiling (IP) Panel and  Myeloid Innate Immunity (MII) Panel","other","Homo sapiens",1186,88,1,"Willem de Koning","Sep 01, 2023"
GPL33722,"NextSeq 550 (Breviolum minutum; Homo sapiens)","high-throughput sequencing","Breviolum minutum;Homo sapiens",0,4,1,"GEO","Aug 30, 2023"
GPL33716,"Illumina HiSeq 4000 (Homo sapiens; Sindbis virus)","high-throughput sequencing","Homo sapiens;Sindbis virus",0,20,3,"GEO","Aug 29, 2023"
GPL32998,"Affymetrix HuGene-1_0-st-v1 [ORF]","in situ oligonucleotide","Homo sapiens",13623,146,1,"Gottfrid Sjodahl","Aug 23, 2023"
GPL33376,"nCounter Neuropathology Gene Expression Panel [NS_Hs_NeuroPath_v1.0]","other","Homo sapiens",784,36,1,"Papon Muangsanit","Aug 23, 2023"
GPL33700,"NextSeq 1000 (Homo sapiens; Macaca fascicularis)","high-throughput sequencing","Homo sapiens;Macaca fascicularis",0,2,1,"GEO","Aug 21, 2023"
GPL33690,"HuProtTM 20K Human Proteome Microarrays，V4.0","spotted peptide or protein","Homo sapiens",46312,3,2,"Jing Zhong","Aug 17, 2023"
GPL33696,"[HTA-2_0] Affymetrix Human Transcriptome Array 2.0 [CDF: hta20_Hs_GENECODEG, Brainarray version 23.0.0]","in situ oligonucleotide","Homo sapiens",39263,286,1,"GEO admin","Aug 17, 2023"
GPL32366,"Nanostring Human CAR-T nCounter Gene Expression Panel (NS_Hs_CART_v1.0)","other","Homo sapiens",770,10,1,"Regina Junhui Lin","Aug 09, 2023"
GPL32522,"Agilent Human miRNA 8x60k Array AMADID: 070156","in situ oligonucleotide","Homo sapiens",2549,13,1,"Genotypic technology","Aug 05, 2023"
GPL33262,"NanoString Human PanCancer Immune Profiling Panel (Custom Codeset)","other","Homo sapiens",780,31,1,"Juan F Garcia","Jul 30, 2023"
GPL33623,"Ion GeneStudio S5 (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,5,1,"GEO","Jul 25, 2023"
GPL33535,"Qiagen Human Inflammatory Response & Autoimmunity, RT-PCR Array","RT-PCR","Homo sapiens",91,76,4,"Irma Saulle","Jul 19, 2023"
GPL32862,"Nanostring human NS_IMMUNOLOGY_V2_C2328","other","Homo sapiens",608,10,2,"Isabelle Girault","Jul 16, 2023"
GPL33581,"nCounter NanoString NanoClassifier Gene Set","other","Homo sapiens",79,444,3,"Arezo Torang","Jul 13, 2023"
GPL33582,"nCounter® NanoString Tumor Signaling 360™ Panel","other","Homo sapiens",794,62,6,"Arezo Torang","Jul 13, 2023"
GPL33448,"Nanostring custom colon high-abundance circRNA panel [KRISTENSEN_CIRC4_C9188]","other","Homo sapiens",95,36,2,"Juan Luis Garcia-Rodriguez","Jul 11, 2023"
GPL29998,"GMAP-UTS520601 array","in situ oligonucleotide","Homo sapiens",81463,6,1,"Franco J Vizeacoumar","Jul 11, 2023"
GPL33557,"Nanostring nCounter human Custom Panel for 469 mRNA targets","other","Homo sapiens",500,236,1,"Jeremy Chase Crawford","Jul 07, 2023"
GPL33499,"Fluidigm BioMark HD","RT-PCR","Homo sapiens",96,48,2,"Luc Teyton","Jul 06, 2023"
GPL32365,"μParaflo human and HCMV MicroRNA Microarray Assay","in situ oligonucleotide","Homo sapiens;Human betaherpesvirus 5",3968,10,1,"Xuan Jiang","Jun 30, 2023"
GPL33533,"Illumina NextSeq 500 (Homo sapiens; Staphylococcus aureus)","high-throughput sequencing","Homo sapiens;Staphylococcus aureus",0,6,1,"GEO","Jun 27, 2023"
GPL33494,"Agilent-085591 Human 180K CGH+SNP","in situ oligonucleotide","Homo sapiens",0,9,3,"Julian Boutin","Jun 22, 2023"
GPL33487,"Nanostring nCounter human Custom Panel for Gene Fusions in NSCLC","other","Homo sapiens",84,28,1,"Miguel A Molina-Vila","Jun 22, 2023"
GPL33497,"NanoString nCounter platform","other","Homo sapiens",41,84,1,"Jaime Martinez de Villarreal","Jun 20, 2023"
GPL33500,"Olink Inflammation panel (92 analytes)","other","Homo sapiens",0,103,3,"John Frew","Jun 18, 2023"
GPL33501,"[HG-U219] Affymetrix Human Genome U219 Array [CDF: Brainarray HGU219_Hs_ENTREZG_21.0.0]","in situ oligonucleotide","Homo sapiens",18660,0,0,"GEO admin","Jun 16, 2023"
GPL33116,"ORB MiRBase 16 Multispecies MicroRNA Microarray","spotted oligonucleotide","Homo sapiens;Macaca mulatta;Mus musculus;Rattus norvegicus",2576,14,1,"Mansoureh Eghbali","Jun 14, 2023"
GPL33289,"Nanostring nCounter","other","Homo sapiens",89,16,1,"William Chen","Jun 14, 2023"
GPL33484,"NanoString CosMx SMI","other","Homo sapiens;Mus musculus",0,430,35,"GEO admin","Jun 13, 2023"
GPL33439,"Thermo Fisher Scientific Human miRNA RT-PCR","RT-PCR","Homo sapiens",96,60,1,"Ionita Calin Ghiran","Jun 10, 2023"
GPL33446,"Thermo Fisher Scientific Human miRNA RT-PCR II","RT-PCR","Homo sapiens",48,0,0,"Ionita Calin Ghiran","Jun 10, 2023"
GPL33473,"Illumina NovaSeq 6000 (Enterovirus A71; Homo sapiens)","high-throughput sequencing","Enterovirus A71;Homo sapiens",0,6,1,"GEO","Jun 09, 2023"
GPL32599,"Nanostring nCounter HSNCC Custom Panel","other","Homo sapiens",231,103,1,"Raik Otto","Jun 01, 2023"
GPL33445,"Illumina NovaSeq 6000 (Homo sapiens; Plasmodium falciparum)","high-throughput sequencing","Homo sapiens;Plasmodium falciparum",0,18,2,"GEO","May 30, 2023"
GPL32266,"GMAP-UTS520601 array","in situ oligonucleotide","Homo sapiens",238748,31,4,"Franco J Vizeacoumar","May 23, 2023"
GPL33415,"Agilent-043155 Human array [Feature name version]","in situ oligonucleotide","Homo sapiens",65522,20,2,"Stefano Scalera","May 17, 2023"
GPL33240,"NS Human Immunology v2C2328","spotted oligonucleotide","Homo sapiens",579,119,1,"Gabriel Gonzalez","May 11, 2023"
GPL33379,"Illumina NextSeq 500 (Chikungunya virus; Homo sapiens)","high-throughput sequencing","Chikungunya virus;Homo sapiens",0,4,2,"GEO","May 05, 2023"
GPL33380,"Illumina NextSeq 500 (Dengue virus; Homo sapiens)","high-throughput sequencing","Dengue virus;Homo sapiens",0,4,2,"GEO","May 05, 2023"
GPL33178,"Custom NanoString nCounter 52-stromal PDAC gene panel [inhouse_v2_C2096]","other","Homo sapiens",52,36,1,"Leire Pedrosa","May 04, 2023"
GPL33312,"nCounter Human Glial Profiling Panel","other","Homo sapiens",784,10,2,"Marika Guercio","May 04, 2023"
GPL33373,"Illumina NovaSeq 6000 (Homo sapiens; Human betaherpesvirus 6A; Human gammaherpesvirus 4)","high-throughput sequencing","Homo sapiens;Human betaherpesvirus 6A;human gammaherpesvirus 4",0,1,1,"GEO","May 03, 2023"
GPL33072,"Arraystar NuRNA™ Human Central Metabolism PCR Array","RT-PCR","Homo sapiens",384,6,1,"Adebowale Bamidele","Apr 30, 2023"
GPL33264,"Agilent-087164 8x60K i-Motif array [221026 NIH Sri G4126A; condensed version]","in situ oligonucleotide","Homo sapiens",11816,25,1,"Srinath Seshadri","Apr 30, 2023"
GPL33340,"Nanostring nCounter Custom Panel_IGS_2022 [n6_vDV1]","other","Homo sapiens",116,92,1,"irène gallais sérézal","Apr 30, 2023"
GPL32151,"QIAGEN RT² Profiler™PCR Array  Human Apoptosis","RT-PCR","Homo sapiens",96,22,1,"Nishte Rassol","Apr 25, 2023"
GPL33355,"Illumina NovaSeq 6000 (Homo sapiens; Human betaherpesvirus 6B; Human gammaherpesvirus 4)","high-throughput sequencing","Homo sapiens;Human betaherpesvirus 6B;human gammaherpesvirus 4",0,1,1,"GEO","Apr 21, 2023"
GPL33323,"Fullmoon Cytokine Profiling Antibody Array","antibody","Homo sapiens",310,3,1,"Soo hyun Kang","Apr 17, 2023"
GPL33087,"nCounter Max (Nanostring IO360 Panel; NS_IO_360_v1.0)","other","Homo sapiens",784,87,2,"Narayanan Gopalakrishna Iyer","Apr 13, 2023"
GPL32130,"NanoString Human nCounter PanCancer IO 360 Panel","other","Homo sapiens",784,46,3,"Umaporn Limothai","Apr 12, 2023"
GPL32716,"NanoString Human Autoimmune Profiling Panel and spike in Coronavirus Panel Plus probe sets","other","Homo sapiens",804,23,1,"Christine McDonald","Apr 12, 2023"
GPL33331,"Illumina HiSeq 2500 (Homo sapiens; synthetic construct)","high-throughput sequencing","Homo sapiens;synthetic construct",0,8,1,"GEO","Apr 12, 2023"
GPL33334,"Illumina HiSeq 4000 (Homo sapiens; Toxoplasma gondii)","high-throughput sequencing","Homo sapiens;Toxoplasma gondii",0,36,1,"GEO","Apr 12, 2023"
GPL31146,"Microarrays of nuclearly encoded human tRNAs and supressor tRNA","spotted oligonucleotide","Homo sapiens",39,8,1,"Zoya Ignatova","Apr 04, 2023"
GPL33305,"Nanostring nCounter Autoimmune Profiling Panel (NS_HS_AI_PRO_V1.1)","other","Homo sapiens",750,16,2,"Benjamin James Jenkins","Apr 04, 2023"
GPL33307,"Nanostring nCounter Metabolic Pathways Panel (NS_HS_METABOLISM_V1.0)","other","Homo sapiens",748,12,2,"Benjamin James Jenkins","Apr 04, 2023"
GPL33311,"Illumina MiniSeq (Homo sapiens; Pseudomonas aeruginosa)","high-throughput sequencing","Homo sapiens;Pseudomonas aeruginosa",0,3,1,"GEO","Apr 04, 2023"
